,uid,forward_level,comment_level,like_level
1209103,ec39ca962a67da0da68f4a2b45027000,1.0,3.0,1.0
1209109,172a48b45063d0ff1886d0ce1c8bc5f2,1.0,1.0,1.0
1209111,4f0e68df92cf489c408065e05b573d16,1.0,1.0,1.0
1209113,32a632bc079d7d2b3c9dc792f8fbade2,1.0,1.0,1.0
1209117,c3d66173f87fa24c22c5d34320856d50,1.0,1.0,1.0
1209122,d33e688bee59d7e23dc17ac2371ab198,1.0,1.0,1.0
1209131,a09091de45a32a8d86b55c786921119a,1.0,1.0,1.0
1209139,2feae6c28713ce41a4e3f95ccc7cad3b,1.0,2.0,1.0
1209143,cea1b02ca8725cb749e325ace3969181,1.0,1.0,1.0
1209145,1f054b6b213b815cd3ec57d956801e1b,1.0,1.0,1.0
1209147,4e63c3e83b989222fe28e058f1eaac71,1.0,1.0,1.0
1209150,121ee9487eb50293b84f05772dd38a30,1.0,1.0,1.0
1209154,1f6cbd3cf45e7895e0b308713169c0ec,1.0,1.0,1.0
1209155,823ce8e8ecb2d120fba63c2fe1cc1fc8,1.0,1.0,2.0
1209156,4e7f10c2c6f3d10368f1f423a2bb3556,1.0,2.0,2.0
1209164,a68d42d7718b36dbc9a357d370266d80,1.0,1.0,1.0
1209168,cbdd65785726812aa70acaae03d96d5b,1.0,1.0,1.0
1209171,43151ecd489168f8e1f253ae49f54e95,1.0,1.0,1.0
1209175,b33ba7485a3dcd1cc7d3bacebcf25cb0,1.0,1.0,1.0
1209182,744dea029a2099bbe03f5c7c9eaee65d,1.0,1.0,1.0
1209186,5b78772cc690de886561119b6703cd6e,1.0,1.0,1.0
1209188,a45c960f501e664350773b3b94e30263,1.0,1.0,1.0
1209191,407824897355ae14ef27f896f12f7116,1.0,1.0,1.0
1209193,4cf63bd1460afa3557410f0e4311f377,1.0,1.0,1.0
1209202,ab6eb5a6e4eb0ed4a33be8f9c7113d06,1.0,1.0,1.0
1209209,9245b6bba4eabb9833afb47180b27043,1.0,1.0,1.0
1209210,ec2ccb155d7ceb697f069978aaf4cd4c,1.0,2.0,1.0
1209218,a0e144837ba1d92a0db5b4ea424e6864,1.0,1.0,1.0
1209222,00810b1bc268bf47bd90bc94955bb65c,1.0,2.0,2.0
1209223,69802d07ab9f25b6f933c89c4d2d4cdd,1.0,2.0,1.0
1209226,cff87be3eab0fd5f45f4776693316af3,1.0,1.0,1.0
1209227,b0ea17ceb27d5d8c4a66c2a20ec37013,1.0,1.0,1.0
1209230,026631bf020373a597c6152ba4091ea4,1.0,1.0,1.0
1209232,d419fcc7c9d15803573c44a8e11e5c13,1.0,1.0,1.0
1209239,ac7f5aa9d460cb54adbe3f77c98af91b,1.0,1.0,1.0
1209245,7f0fac1d3668757ef87161e4260a4e93,1.0,1.0,1.0
1209246,909c4f4dd7999ee545e27d43e2ac6f13,1.0,1.0,1.0
1209251,63673f07eae17f65ff14b65135323ded,1.0,1.0,1.0
1209263,6141378d8a4697addaaaad3c56057e96,1.0,1.0,1.0
1209265,dd09820113cb772e2766609a1eb79cf2,1.0,1.0,1.0
1209269,4bcfeec577bb372b69b2d953967698c0,1.0,1.0,1.0
1209276,d0b3103fcebeef7ded28e655663d0293,1.0,1.0,1.0
1209279,6eb9798c5ddfcb0bf41ddb172180ab14,1.0,1.0,1.0
1209283,f67a421a80ee890ab7d9e4f9be531bf0,1.0,1.0,1.0
1209285,d380d7691744cdf8e1abcc64ce04fafe,1.0,1.0,1.0
1209287,b9ccaf175cc42e3ce42800c5a9cab1de,1.0,1.0,1.0
1209293,35011d0e7aa6ed63139ea6f1541ae41a,1.0,1.0,2.0
1209298,f2463badb10801c7d209c9f0312e9606,1.0,1.0,1.0
1209302,d86a1d351a712edc202197c196fb3b0d,1.0,1.0,1.0
1209307,2778e472d4eb2b42e3351f20b34c6c79,1.0,1.0,1.0
1209309,b0807b185043b7311ae7b6193e31055c,1.0,1.0,1.0
1209310,50763c263fb6e236ec8f0b250b8ee100,1.0,1.0,1.0
1209312,62490c520ccb8f4f97b83f5092e4c4b5,1.0,1.0,1.0
1209315,6dab94494961be4e984e230fd03e6ace,1.0,1.0,2.0
1209318,343e86c7d8233921d8bc55559d58b580,1.0,1.0,1.0
1209326,b33822d06e36970b0ee44e6b384d5b9c,1.0,1.0,1.0
1209327,d689ebb8874c777b1b876dd9669ae1cb,1.0,1.0,1.0
1209328,b2e447d3e4fd64520953215ca6dbf9a4,1.0,1.0,1.0
1209334,c55ef337dafcd057ed95bedfcbbaefbc,1.0,1.0,1.0
1209335,8107ef902e87c0406973155b87df658e,1.0,1.0,1.0
1209336,36f5a007b297a325938ee2ce42e0da18,1.0,1.0,1.0
1209341,bcbdd8e1fc5bead5004131bdf9d059de,1.0,1.0,1.0
1209342,4a9f8eece701f6f87df0558f9b94a101,1.0,1.0,1.0
1209344,c8e1ba9522d84e1e6bae67883700a986,1.0,1.0,1.0
1209349,daff378a525b7c7b018a1ef74d2cdabc,1.0,2.0,1.0
1209356,8c85c665ddf997db1d02501301450810,1.0,2.0,1.0
1209367,f4108ff19873142b539fca495ac11d76,1.0,2.0,1.0
1209372,947a6cc1ff68b9560a59663e20dd67a7,1.0,1.0,1.0
1209376,3dead618f9fe0978f9792ebffb1808e9,1.0,1.0,1.0
1209385,1cb3defbf445047149baaf604eb4832e,1.0,1.0,1.0
1209389,a91b82278c2133b21eb8a53d6608a09b,1.0,1.0,1.0
1209394,754bce1971e312a1d23c3384f3e0883c,1.0,1.0,1.0
1209398,727d55546e66ea775b5d7b2b3dcf08ba,1.0,1.0,1.0
1209400,2af0c9236ea7876f052120e83123f7c4,1.0,2.0,1.0
1209402,d6df3b4495b1f42ee1f09efb0cb777c1,1.0,1.0,1.0
1209406,1c316d458be85e186867611bbbc69f4f,1.0,1.0,1.0
1209410,b2e02f3a5ff43aae885eab1ab750494c,1.0,1.0,1.0
1209411,1a4b339f44b6a10029175702f871f59e,1.0,1.0,1.0
1209415,4f5e34f2d68128080cdfe415b18a5666,1.0,1.0,1.0
1209421,9c807e69101032d8ab59ec51f187f4a8,1.0,1.0,2.0
1209426,e6103fab8c391d9c0236d5f2e74821d2,1.0,1.0,1.0
1209430,a4d66397c1ab123cd325243a79c439aa,1.0,1.0,1.0
1209440,490bbb985c10851bb048f2ac934f36a7,1.0,1.0,1.0
1209443,a6a6b0b56fa95ef4b05d81c36deb3414,1.0,1.0,1.0
1209448,5989af16963eef4633c0358eab7d96c4,1.0,1.0,1.0
1209451,15928ef1ce93f218ebfa195968fa7c22,1.0,1.0,1.0
1209453,b4e9b308ee8765eabafd2cb65c44b52d,1.0,1.0,1.0
1209457,3f82c53c3b03a635f71a43d6382dd289,1.0,1.0,1.0
1209463,35d0f7bd1f5ff1e5ce53538db79700de,1.0,1.0,1.0
1209466,b1c3ddc0948ddb5ea54e1b700e55f341,1.0,1.0,1.0
1209471,218cc8ac8ff9f82d6112d6894451972c,1.0,1.0,2.0
1209474,87cfaeadeaac74c851d8b6db38cb37fd,1.0,1.0,1.0
1209478,b131eaf19c90422aaf439ec2cdbf104c,1.0,1.0,1.0
1209487,9e7c8caeab1a6a2c688535f06e1aabab,1.0,1.0,1.0
1209490,781cb1f368e75ae9db567632bc894749,1.0,1.0,1.0
1209494,e9fe5277f592ee53fb6a22fb86348237,1.0,1.0,1.0
1209498,ca9fc7e2ff935b165e949390f9558b54,1.0,1.0,1.0
1209501,0fc7bbc8b854eb448bd30a5eb16067e3,1.0,1.0,1.0
1209506,22900778245ee9f5cb0b78bd5c125e6a,1.0,1.0,1.0
1209508,066f21326e910ec8b568311f87587628,1.0,1.0,1.0
1209514,eddc85d968db2123bc26b047a2edbd36,1.0,1.0,1.0
1209523,f544136e9a14f99c66587fb6d7bd659a,1.0,1.0,1.0
1209528,d5c027f1fcde498e862d1793aaa97598,1.0,1.0,1.0
1209537,b2c8f1a89bb3f7b9eaaf10e03b4d7dcf,1.0,1.0,1.0
1209541,28cfb5e777cc2dcf900088da0e25de87,1.0,1.0,1.0
1209544,7eefa0da4cb560b583743fcb82ed22b1,1.0,1.0,1.0
1209545,061f989b85ac194f5b4d845644d4310a,1.0,1.0,1.0
1209547,477c6516dceade44cb1aa90e90376ce7,1.0,1.0,1.0
1209553,9d2c49cff6ae51d43c217bef4b96affd,1.0,1.0,1.0
1209555,7f57b3fcba703c8e69d432a0137a8a81,1.0,1.0,1.0
1209557,a12460515c8ced0c573e6de32b849bb5,1.0,1.0,1.0
1209561,bc0c7c03d92e908e2a79c8621a62fa1e,1.0,1.0,1.0
1209566,abc3568925d91a762ebfd836e16bcf9f,1.0,1.0,1.0
1209567,8b3c02a80944e1966103f3a948d1db5a,1.0,1.0,1.0
1209573,638a03d8f1e45765c4c164f056b04619,1.0,1.0,1.0
1209576,50ef5e57b7725eb92b6b73f4640b3ac2,1.0,1.0,1.0
1209579,0a5b1f4f93aebcc3fbd7c3be356f888c,1.0,1.0,1.0
1209587,3d374d8d3edb548f87e07add7ee6c7a7,1.0,1.0,1.0
1209588,b5fac9e22511387bfec6d0329345b01a,1.0,1.0,1.0
1209590,05dc5aac901219181ccbd75f50afd0b4,1.0,1.0,2.0
1209596,a7c07c430fd8750a987ab2480d9217c2,1.0,1.0,1.0
1209601,0fc826930bb8b31743abd9bc8014e3b2,1.0,1.0,1.0
1209603,e22eb1224174ea3cdba7f178a2521ee4,1.0,1.0,1.0
1209605,7a2ec9057097c49ad04f9f152286a230,1.0,1.0,1.0
1209610,6075b879fcc8f57fc0c5fb7fa37d0501,1.0,1.0,1.0
1209612,12279540bc4c82359e2da4de1e8b7155,1.0,1.0,1.0
1209617,3a00ef445e78dd2cc37640730a28981b,1.0,1.0,1.0
1209618,6ce5707d2b128e8316b5d09745002749,1.0,1.0,1.0
1209620,f0c1aaffdde2295ea2de9bf5ea626687,1.0,1.0,1.0
1209624,0479308b05ca535d8e278184df119ba2,1.0,1.0,1.0
1209625,90b07807385189c5989f0fe3bf7a42f0,1.0,1.0,1.0
1209628,526ce150b0b13de0edb7a7f7e22b3bc0,4.0,1.0,3.0
1209630,3c00882343a356c8a9b492760369ed1d,1.0,1.0,1.0
1209632,a027d7cdb9d5f23d6b6e92471bb2592a,1.0,1.0,1.0
1209635,275ec092a455c2facd466d4b557f73f6,1.0,1.0,1.0
1209642,49d631042e2a69dbad7e6b9d4f43464f,1.0,1.0,1.0
1209644,5bb678fa9b0c7f625a86507a43b65623,1.0,1.0,1.0
1209650,291d575078f94bd9124f89b744c1c964,1.0,1.0,1.0
1209655,12645436c4ed955d3daf6f6bcb516d7e,1.0,1.0,1.0
1209659,73fedb71463a20ffd29f64cc22416e01,1.0,3.0,2.0
1209661,5ceba1e90460e7f021c4f06c85ca1718,1.0,1.0,1.0
1209663,aca8d10d9ad4925a7ba55db8422a7027,1.0,1.0,1.0
1209677,60d06342e3190ade0eada7d5ab08107d,1.0,1.0,1.0
1209680,d403f8f1b8f46aa0241b92c08c5315fb,1.0,1.0,1.0
1209684,7e3c993aceb3de234f784899676de091,1.0,1.0,1.0
1209685,b540026f5c9edcc974007f8b52abdec7,3.0,3.0,3.0
1209694,cf80d4b8166524e8874ebb095114118f,1.0,1.0,1.0
1209700,25c4014095eda5da2ede28433913c142,1.0,1.0,1.0
1209705,63f93ea8f7bb5ac328d7373b9db7773f,1.0,1.0,1.0
1209707,cb1d43c0ddd7cadd146727b9cb13a621,1.0,1.0,1.0
1209709,69074e5c78e7740ba7e6ab3ffb32245f,1.0,1.0,1.0
1209712,f79a10adf7362fb8dd3bba7b282ed8af,1.0,1.0,1.0
1209717,4c3067c98722dfe994bba8f87310c3aa,1.0,2.0,3.0
1209719,4394aee0241550ddd15bbc5c69d17fc9,1.0,1.0,1.0
1209721,685261c2637a7a96c983db193e8abf7f,1.0,1.0,1.0
1209723,e09c0c4aa93f5e3c04e372a519db7e40,1.0,1.0,1.0
1209730,afe8615227dadfe286f35b60f3b232ba,1.0,1.0,1.0
1209735,f5313db8720266a3bc98fea978e20ca8,1.0,1.0,1.0
1209738,7b89875784598f7f2adca1ecdc5c7539,1.0,1.0,1.0
1209740,48140fbdbbe4826a29393ffa0b3060fd,1.0,1.0,1.0
1209742,c582578f0ecca5397ebdacb73706e67a,1.0,1.0,2.0
1209745,319801cc898129876698586d32abb99c,1.0,1.0,1.0
1209747,ca777ad78ecd47d7fecfdfbc17d06bff,1.0,1.0,1.0
1209750,cd00777cd7a63263bf3e47166070fa66,1.0,1.0,1.0
1209753,dbc65a071b17062fb69b7e75551679b4,3.0,1.0,3.0
1209761,14f13e0c0119452147f69c93c991ea4d,1.0,1.0,1.0
1209770,265493d61d128139eb6a0ba3dad52c55,1.0,2.0,1.0
1209771,3deee1177aaf28ef89a879fa5dca3aff,1.0,1.0,2.0
1209772,d7410cc9c212d8ba49576248a6698b75,1.0,1.0,1.0
1209777,8869e1b438079277a91bd9a3c412b35a,1.0,1.0,1.0
1209780,f1f6ec457cd05e171ae11613dc5fbbf5,1.0,1.0,1.0
1209783,7c4fd768b48fccc52c652c7ab92e094e,1.0,1.0,1.0
1209784,75191cc4a6236ca282056ba9f50ea11d,1.0,1.0,1.0
1209786,72513584a953ab51a628e0dfd9e0e75a,1.0,1.0,1.0
1209789,e2faca58f4b82291c5b34e2b4cfa412c,1.0,1.0,1.0
1209790,cbbebc7a366406159113e0b942d65c51,1.0,3.0,2.0
1209791,86d0a393bbd4c8c8b1aaa81c164b41f2,1.0,2.0,1.0
1209798,96785dcd2a1ec51ab1b6c1ab8f770801,1.0,1.0,1.0
1209800,7d9bc508428420aedc07fff384985180,1.0,1.0,1.0
1209802,ec9b7f5d7278acb31d258bfc7e375464,1.0,1.0,1.0
1209803,ac185494fb73c9d8f5df0a4494b0bdb8,1.0,1.0,1.0
1209807,68f7d7458e61ad5211941ad107ea723b,1.0,1.0,1.0
1209808,32f77c9c64d22426dd8b6c73b534c0eb,1.0,1.0,1.0
1209809,f67549a12afd4f4c78e0a29ff8c15c49,1.0,1.0,1.0
1209812,db57898ff077c29e08a69ae588018e06,1.0,1.0,1.0
1209819,24254147b919ee9139cf1fab51a8b1ea,1.0,1.0,1.0
1209820,0f2fee32af397ef3f75f429fda35116d,1.0,2.0,2.0
1209822,ec3feec8140a7d480c7828a385f1f9b1,1.0,1.0,1.0
1209823,dc0a32939d4a90a7528ee631448f3478,1.0,1.0,1.0
1209831,82f290907f94e9431a9f82f47a89ff72,1.0,1.0,1.0
1209833,5780e0350ef0aafa4aba737faf254060,1.0,1.0,1.0
1209838,45385e60653b0c9da589a983f5ae54a9,1.0,1.0,1.0
1209840,8ae4fb02a619229e57894744b5231fdf,1.0,1.0,1.0
1209849,565cc3dfe2fb3ac1eb7b1be2182f21b0,1.0,1.0,1.0
1209851,a86a5bc8a008fb00b91d574ef0f42fa0,1.0,1.0,1.0
1209854,07766f9d58a0b35d6d81d8a6649821a7,1.0,1.0,1.0
1209858,ffb856b155f39da5f99b92cceba4fa59,1.0,1.0,1.0
1209859,428851927ce7c0709367eb6621293cd4,1.0,1.0,1.0
1209861,314673e9c06c01a7b73439e40150026b,1.0,1.0,1.0
1209866,d2843cf5814bc187e4d74cfc276d3d25,1.0,1.0,1.0
1209870,b39b5523416b76d67c6c1f8a058b93a2,1.0,1.0,1.0
1209872,204119f3800e71e5b8caecea7bc941ab,1.0,1.0,1.0
1209875,3c440d3350a991e7bea5311de393aa45,1.0,1.0,1.0
1209877,7d8feef79311a87c1d1f0978735a7710,1.0,1.0,1.0
1209879,744ee11113c48f6b6fd6a19201f41828,1.0,1.0,1.0
1209881,4521ab131934f8a69550b8567f56b945,1.0,1.0,1.0
1209882,bde265734f47d641170422b5a959b1d8,1.0,1.0,1.0
1209886,6932518823eb3b564e33d04d7ba9774c,1.0,1.0,1.0
1209887,8b3f2db1a69c4139ad637890fe65b1d3,1.0,1.0,1.0
1209889,f574eb63407203185cda69a3ecef56b0,1.0,2.0,1.0
1209890,2fc3f25990128d57086d4f255b8b386b,1.0,1.0,1.0
1209895,424e2fad1e8f17adbefb0c93fbf2dd6b,1.0,1.0,1.0
1209899,d122f26c7c608cd7819c34dd56b0e04e,1.0,1.0,1.0
1209901,1b2043f223c0aa411966e45088db524c,1.0,1.0,1.0
1209904,dc2f276ad70b2c65bdd3b17f7cc91e77,1.0,1.0,1.0
1209906,17fdae4b52211bdea9936dea0361f3cf,1.0,1.0,1.0
1209908,48207df3dc7c4dfa1cf46dd0af4b5475,1.0,1.0,1.0
1209909,65cfc13ceeb3e385dff566368576e7d0,1.0,1.0,1.0
1209911,ee7fac81c02abeb5a3fb53b68d600d10,1.0,1.0,1.0
1209913,77f22a3fed2a70b1678a5d852cae4188,1.0,1.0,1.0
1209920,ea53ad683f1a2ba011ba38b5804159ea,1.0,2.0,2.0
1209921,fe48fc88cbebb598128f5fc9374f3dcd,1.0,1.0,1.0
1209924,824e4500b8f60e148907c816fd4c8e47,1.0,1.0,1.0
1209926,6b081e2c85c95150e50e6e7b7ea67446,1.0,1.0,1.0
1209937,2a4d7697f027b6e65e70a4232e340c5f,1.0,1.0,1.0
1209940,cea4094fed982075ad65537d2ae3417f,1.0,1.0,1.0
1209942,4071393f5a6fe703c3aa98c967b35fa9,1.0,1.0,1.0
1209948,8a005c760a7ddc6c1b021de64341beb0,1.0,2.0,1.0
1209949,2d685913a3d0eac0940231557dd16f82,1.0,1.0,1.0
1209953,69fb9030921727ee8f0ada7cfac93ea7,1.0,1.0,1.0
1209964,76505622631e6d201cebe4931a1050cd,1.0,1.0,1.0
1209967,b93632ca76c0ffaf92bfa3fe75d1b8ed,1.0,3.0,2.0
1209972,5744ba49c248dc2328587578c270a7ad,1.0,1.0,1.0
1209975,280eecfc67a027cbb440a9fffc8c759f,1.0,1.0,1.0
1209982,df21a5e248517d7f3201f839b535ec5a,1.0,1.0,1.0
1209984,f1ed48524e3ae530c1a53d66195a61ba,1.0,1.0,1.0
1209985,eb404e5c2ed304071fec71f7cedca2cf,1.0,1.0,1.0
1209990,aeef81a8f54d73e954b7c52b9ad3ef91,1.0,1.0,1.0
1209991,a47a27f65055c9a70fe661fa323e1552,1.0,1.0,1.0
1209993,f4cdc82253bf960a6e2b1ed19ead6b66,1.0,1.0,1.0
1209996,16d824f5fae7b31c6115804f2312de41,1.0,1.0,1.0
1209998,f6a6a251718b2b483f73935a2f03e28f,1.0,1.0,1.0
1210002,3cea2609ef5bc75ac463cbd0168e9619,1.0,1.0,1.0
1210007,521d2748560f89034ca85b3327df7ddd,1.0,1.0,1.0
1210013,c1b82133c4944bacabe882ce2b0df541,1.0,1.0,1.0
1210014,86159623e97f3d1b947b33c3254dcce5,1.0,1.0,1.0
1210019,6e0215211a92281c2e83897d4493a51f,1.0,1.0,1.0
1210021,54c28c67883cb46114470e3c1d2536ea,1.0,1.0,1.0
1210023,2b5a08750e8539b0d9ed183cb521682f,1.0,1.0,1.0
1210032,f31e3c90a5ddd076476a631e063c874e,1.0,1.0,1.0
1210035,b27304ddc32d2359d28795898b4212a5,1.0,1.0,1.0
1210040,6059fc165cd72e990c04fb47584b6c5b,1.0,1.0,1.0
1210048,f173943dfc7f29c0dc066a67fa7ed49b,1.0,1.0,1.0
1210053,36fe8462cde27e06e1393f8967814e67,1.0,1.0,1.0
1210060,2e8d19bde4fc4df78f651a481c0b1f41,1.0,1.0,1.0
1210061,b0f491aec06f34d5cc9275fd75c11840,1.0,2.0,1.0
1210067,9e7d55d9a30261935ce36072282c924b,1.0,1.0,1.0
1210068,5a7d81b404f61261e898e81f8654894e,1.0,1.0,1.0
1210072,e3379dc209214c9bbd68d52d72d9c74c,1.0,1.0,1.0
1210082,8c7412ec7ead7df41dee3525bccf5b98,1.0,1.0,1.0
1210088,2a517c8d1bac05278e49d63d566ad410,1.0,1.0,1.0
1210089,c9c633ae225b73d1abcac4eb3ca086a3,1.0,1.0,1.0
1210092,6eedc5409e3a1c082b1b12af2152c04e,1.0,1.0,1.0
1210093,0b7c1021ae4c93bebe64930758df4244,1.0,1.0,1.0
1210095,935f4a17979571decd5b13d932dc0412,4.0,2.0,4.0
1210100,90c3e81724619f768aeb18ef123d8d9e,1.0,1.0,1.0
1210101,de88527b6f17fb2515589f67a5938e4d,2.0,2.0,2.0
1210105,7fdf4e4a46ba495ab7dc0b0b6527c44e,1.0,1.0,1.0
1210125,4b13a1f1a1debe9854e1d4f2acb5670c,1.0,1.0,1.0
1210134,387e13ffd3271b602b0d5b4e413bc617,1.0,1.0,1.0
1210136,b5cbd8c2d5a09a2da7521a66a46dcfa6,1.0,1.0,1.0
1210137,7b2f8ca8191fc85449f71ef3670aedc6,1.0,1.0,1.0
1210140,9f521f152cf9f10dc02188ba4409a8a7,1.0,1.0,1.0
1210144,76fa8f2bd255a8b93ea647980a992139,1.0,1.0,2.0
1210146,ce80c78e42868450a285e4b9ef9ab15f,1.0,1.0,2.0
1210152,89b5f19d20d266fc6237cac239099d27,1.0,1.0,1.0
1210158,c8b5284cda45d632e8b4f94c69f7b0a4,1.0,1.0,1.0
1210166,17cc359080627b64bcf4d588a0361fe3,1.0,1.0,1.0
1210167,ead62dff328a0c8c5d30b32034e688f1,1.0,1.0,1.0
1210172,86e55ac88e3bf41a9e2cfd095fee5708,1.0,1.0,1.0
1210173,d8405d359269f8de274c535730883c90,1.0,1.0,1.0
1210180,850da8f5bab3d183474a001aa50ae893,1.0,1.0,1.0
1210181,cf739d18764e8229247e62ac087f391b,1.0,1.0,1.0
1210182,dad20a691eeffdf0b535bfb8dcbdcdf1,1.0,2.0,1.0
1210187,664a02e22bc8e1956bb95848f425799d,1.0,1.0,1.0
1210191,f8ad83261ce4827d80d3c1ce2f08ac0f,1.0,1.0,1.0
1210192,4810b446e4b74c35d2edd1179e185e0e,1.0,1.0,1.0
1210194,0fa9835e51be1fb819c631bdb8d0d42b,1.0,1.0,1.0
1210195,c711f1aacef317e442df05fd7f812616,2.0,2.0,1.0
1210200,87a69fe41f2a62744c114d4cbeb71ce2,1.0,1.0,1.0
1210206,b68165bc37890ddde44305e339c7bf75,1.0,1.0,1.0
1210215,f4a5558905ae1c1e1acad14449df7886,1.0,1.0,1.0
1210223,dca60b3f47f86b75ecfb0086a830179c,1.0,1.0,1.0
1210224,266718331afc847939aa34d50f40a264,1.0,1.0,1.0
1210226,f3bc440746ce81876afbd5ff769a2308,1.0,1.0,1.0
1210228,4ccacfb89230c81ecdfcb2dba43a0378,1.0,1.0,1.0
1210234,696540a05af548fb3e1ce4f07d20098e,1.0,1.0,1.0
1210236,d24005a829e41dae0a888f146a605e91,1.0,1.0,1.0
1210237,b1aa9760569e51241de3508913499f7a,1.0,1.0,1.0
1210239,c28f0503bf6154bbfd6aec46106463cc,1.0,1.0,1.0
1210245,ff40af14248d925f61ef9080fee065be,1.0,1.0,1.0
1210249,f1289521faa0e503cc2926ea1ddab612,1.0,1.0,1.0
1210250,3d67d67c1b3ec6df4fc98f97f702ab03,1.0,1.0,1.0
1210255,9784289835a71b2c51d945591e38eecd,1.0,1.0,1.0
1210257,59028e4425f0de458f2e4155c92b80b5,1.0,1.0,1.0
1210264,b09049d1a6ba689b392284ada1a19b27,1.0,1.0,1.0
1210268,92684af324480c6ab391eb9d6a0ec4a7,1.0,1.0,1.0
1210269,ca28a655adf9d5e78ea15281e6b9ad5f,1.0,1.0,1.0
1210276,74fc0d99aa795aea3fda24ccf8eca0d7,1.0,1.0,1.0
1210284,357546504548247cf250a0a75cdf1046,1.0,1.0,1.0
1210291,56bcfdb577d5138f3f55628aa402c7ae,1.0,1.0,1.0
1210298,db436f33e2840e19014dfd2e3d931993,1.0,1.0,1.0
1210301,3c1d415622ae770420848d5507770d6c,1.0,1.0,1.0
1210302,5f793e3d66effeb88364fbec94b2f1cb,1.0,1.0,1.0
1210307,41d7b58741aa7b85ab9b3f6258dbe93e,1.0,1.0,1.0
1210309,dab610b11661f678971e3050fd613b91,1.0,1.0,1.0
1210311,ea92f11dad4ac3651055c2fa7d377ef1,1.0,1.0,1.0
1210317,1d219dbdd5f36b307cd370973c93fce5,1.0,1.0,1.0
1210319,39af3e05528a8df4d66faed441baf899,1.0,1.0,2.0
1210320,deb298b2899f02a4fed24e2dffb2cd01,1.0,1.0,1.0
1210324,30830264bea6078566863fd3ef5a9475,1.0,1.0,1.0
1210330,feb156848003a714dbdb2471d01c667f,1.0,1.0,1.0
1210333,aeec67d4e93123e3cf72c49688e7acae,1.0,1.0,1.0
1210339,ec6fec1b339066c6d8ff178533174e62,1.0,1.0,1.0
1210345,4b2d1ff526d521c25ed2fe3f0eebfaeb,1.0,1.0,1.0
1210347,fb0abeeccc17e83ae38117d76d2b5fda,1.0,1.0,1.0
1210351,36ba72fcd06f619a5bc7a2364029ef75,1.0,1.0,1.0
1210355,726bf8c290ef6c0fde71b0473ce7d981,1.0,1.0,1.0
1210357,9b2f164de5f795e67f63481feef970b4,1.0,1.0,1.0
1210359,ea91d35192f6e1064436bfa4ac5a425c,1.0,1.0,1.0
1210363,b77990922e5b4a2b7309ae7800f6c9e4,1.0,1.0,1.0
1210367,0c0d6544ad823abf7d965c71a1015a04,1.0,1.0,1.0
1210370,4c401ed14913579572560a5de5689fef,1.0,1.0,1.0
1210372,bb8250e5cc43eb77d1cf0c93b160c559,1.0,2.0,2.0
1210378,2db0f8511900015c0c3319b3288fb91c,1.0,1.0,1.0
1210387,88ccdb78461015957cca2de328d2d550,1.0,1.0,1.0
1210388,f1048010d715b41a7553dcdb808e4af9,1.0,1.0,1.0
1210389,4d9942962d851c8908b14063d14b6237,1.0,1.0,1.0
1210397,509d857dc9616a5d70cc8499306ac1c0,1.0,2.0,1.0
1210398,d1d551f7f9fa06b6587d98c855014dfc,1.0,1.0,1.0
1210400,6ad841087bb396e1ed42362515f9a211,1.0,4.0,1.0
1210401,bf7e4dae9f69462e2e536d63f0e20ce8,1.0,1.0,1.0
1210405,d1f08e74ed4264f5c461cf3282c15404,1.0,1.0,1.0
1210417,843d47b4bf8c06b8d326ff25ccd6291d,1.0,1.0,1.0
1210421,653cf5a88045dd865190dfc0372bfb4c,1.0,1.0,1.0
1210424,0681714e8731890df67dba75668c394c,1.0,1.0,1.0
1210429,1f610b6db44a75c9d0eca5ce25037923,1.0,1.0,1.0
1210430,ab49ba5cca7bdfca36fbd1ffdb349885,1.0,2.0,1.0
1210437,9abe0f1e6edd3a07aa8185ee69e6dc71,1.0,1.0,1.0
1210442,9654da09e0ce2070e97f89c8c9ec555b,1.0,1.0,1.0
1210443,d2d35475e25d4a7a9b1b9744b4c08cbf,1.0,1.0,1.0
1210445,f19de066cc712496671308d6182e69ab,1.0,1.0,1.0
1210447,514c98ec78de14b24fd64e1883509613,1.0,2.0,1.0
1210451,ba6f4f276870595c814d295228d72e29,1.0,1.0,1.0
1210457,75efbbfdb1a14f9af4ada8390fbaf883,1.0,1.0,1.0
1210464,ecc974977ecf2ec72d4d57f0462f63ae,1.0,2.0,1.0
1210465,4b4b463236fd77a4b6bdc6eb49caca50,1.0,1.0,1.0
1210466,8ebdebde5446cb6ce8331f6d6e966fbe,1.0,1.0,1.0
1210468,c062fe60785de93ed2ed3044f334bf21,1.0,1.0,1.0
1210470,c9b92f4fc53137a8da41755133aa6575,1.0,1.0,1.0
1210475,87bf35c65a8faee5569e198124346a21,1.0,1.0,2.0
1210476,e38b7a5a2ba5396bd36834edaee29f72,1.0,1.0,1.0
1210479,032eb784d376c58104a6f3e80fc31756,1.0,1.0,1.0
1210481,4b8872e24d10da38ed13d4e366178b81,2.0,1.0,1.0
1210486,4c2e1d436839ff0fe809b9a51e920fd4,1.0,1.0,1.0
1210490,ab194939c1e86443c1dfc65eb6f2caeb,1.0,1.0,1.0
1210494,cca424c720efee671c8ba63078e6318d,1.0,1.0,1.0
